cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result
#6,50,2,10,0.0,14,31,0.5902683197119063,"[{'cluster_no': 2, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 3, 'count': 30}, {'cluster_no': -1, 'count': 31}, {'cluster_no': 10, 'count': 35}, {'cluster_no': 7, 'count': 36}, {'cluster_no': 1, 'count': 39}, {'cluster_no': 8, 'count': 45}]"
#6,50,2,11,0.0,12,41,0.6180942343899987,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 9, 'count': 25}, {'cluster_no': 2, 'count': 30}, {'cluster_no': 10, 'count': 35}, {'cluster_no': 6, 'count': 36}, {'cluster_no': 1, 'count': 39}, {'cluster_no': -1, 'count': 41}, {'cluster_no': 7, 'count': 45}]"
#6,50,2,12,0.0,11,52,0.6032266611303149,"[{'cluster_no': 2, 'count': 12}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 3, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 8, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 9, 'count': 35}, {'cluster_no': 5, 'count': 36}, {'cluster_no': 0, 'count': 39}, {'cluster_no': 6, 'count': 45}, {'cluster_no': -1, 'count': 52}]"
#6,50,2,13,0.0,10,46,0.6662347092188434,"[{'cluster_no': 6, 'count': 13}, {'cluster_no': 2, 'count': 18}, {'cluster_no': 3, 'count': 20}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 8, 'count': 35}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 0, 'count': 39}, {'cluster_no': 5, 'count': 45}, {'cluster_no': -1, 'count': 46}, {'cluster_no': 1, 'count': 48}]"
#6,50,2,14,0.0,8,32,0.5261367192488499,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': -1, 'count': 32}, {'cluster_no': 5, 'count': 36}, {'cluster_no': 0, 'count': 39}, {'cluster_no': 6, 'count': 45}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 2, 'count': 87}]"
#6,50,2,15,0.0,8,32,0.5261367192488499,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': -1, 'count': 32}, {'cluster_no': 5, 'count': 36}, {'cluster_no': 0, 'count': 39}, {'cluster_no': 6, 'count': 45}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 2, 'count': 87}]"
#6,50,3,5,0.0,28,38,0.7668055765307678,"[{'cluster_no': 3, 'count': 5}, {'cluster_no': 14, 'count': 5}, {'cluster_no': 19, 'count': 5}, {'cluster_no': 20, 'count': 5}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 10, 'count': 6}, {'cluster_no': 15, 'count': 7}, {'cluster_no': 22, 'count': 7}, {'cluster_no': 2, 'count': 8}, {'cluster_no': 18, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 24, 'count': 9}, {'cluster_no': 26, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 16, 'count': 10}, {'cluster_no': 21, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 13, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 11, 'count': 13}, {'cluster_no': 23, 'count': 16}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 12, 'count': 20}, {'cluster_no': 17, 'count': 20}, {'cluster_no': 25, 'count': 25}, {'cluster_no': -1, 'count': 38}]"
#6,50,3,6,0.0,24,39,0.7717343797317101,"[{'cluster_no': 4, 'count': 6}, {'cluster_no': 10, 'count': 6}, {'cluster_no': 13, 'count': 7}, {'cluster_no': 18, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 17, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 20, 'count': 9}, {'cluster_no': 22, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 11, 'count': 13}, {'cluster_no': 14, 'count': 15}, {'cluster_no': 19, 'count': 16}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 12, 'count': 20}, {'cluster_no': 16, 'count': 20}, {'cluster_no': 2, 'count': 25}, {'cluster_no': 21, 'count': 25}, {'cluster_no': -1, 'count': 39}]"
#6,50,3,7,0.0,22,45,0.747768756046545,"[{'cluster_no': 11, 'count': 7}, {'cluster_no': 16, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 15, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 20, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 13, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 12, 'count': 15}, {'cluster_no': 17, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 10, 'count': 20}, {'cluster_no': 14, 'count': 20}, {'cluster_no': 2, 'count': 25}, {'cluster_no': 19, 'count': 25}, {'cluster_no': -1, 'count': 45}]"
#6,50,3,8,0.0,20,59,0.76250881312599,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 14, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 15, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 6, 'count': 18}, {'cluster_no': 10, 'count': 20}, {'cluster_no': 13, 'count': 20}, {'cluster_no': 2, 'count': 25}, {'cluster_no': 17, 'count': 25}, {'cluster_no': -1, 'count': 59}]"
#6,50,3,9,0.0,18,48,0.7580562083293655,"[{'cluster_no': 7, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 13, 'count': 16}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 9, 'count': 20}, {'cluster_no': 15, 'count': 25}, {'cluster_no': 10, 'count': 35}, {'cluster_no': 1, 'count': 37}, {'cluster_no': -1, 'count': 48}]"
#6,50,3,10,0.0,13,32,0.6625684756003869,"[{'cluster_no': 2, 'count': 10}, {'cluster_no': 11, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 13}, {'cluster_no': 10, 'count': 15}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 6, 'count': 20}, {'cluster_no': -1, 'count': 32}, {'cluster_no': 9, 'count': 34}, {'cluster_no': 7, 'count': 35}, {'cluster_no': 1, 'count': 37}, {'cluster_no': 8, 'count': 42}, {'cluster_no': 3, 'count': 48}]"
#6,50,3,11,0.0,12,49,0.6320477247336731,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 5, 'count': 13}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 9, 'count': 25}, {'cluster_no': 2, 'count': 29}, {'cluster_no': 10, 'count': 34}, {'cluster_no': 7, 'count': 35}, {'cluster_no': 1, 'count': 37}, {'cluster_no': 8, 'count': 42}, {'cluster_no': -1, 'count': 49}]"
#6,50,3,12,0.0,10,53,0.6813189033668389,"[{'cluster_no': 3, 'count': 13}, {'cluster_no': 2, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 8, 'count': 34}, {'cluster_no': 5, 'count': 35}, {'cluster_no': 0, 'count': 37}, {'cluster_no': 6, 'count': 42}, {'cluster_no': 1, 'count': 48}, {'cluster_no': -1, 'count': 53}]"
#6,50,3,13,0.0,10,53,0.6813189033668389,"[{'cluster_no': 3, 'count': 13}, {'cluster_no': 2, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 8, 'count': 34}, {'cluster_no': 5, 'count': 35}, {'cluster_no': 0, 'count': 37}, {'cluster_no': 6, 'count': 42}, {'cluster_no': 1, 'count': 48}, {'cluster_no': -1, 'count': 53}]"
#6,50,3,14,0.0,8,38,0.5353991016608006,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 5, 'count': 35}, {'cluster_no': 0, 'count': 37}, {'cluster_no': -1, 'count': 38}, {'cluster_no': 6, 'count': 42}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 2, 'count': 87}]"
#6,50,3,15,0.0,8,38,0.5353991016608006,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 5, 'count': 35}, {'cluster_no': 0, 'count': 37}, {'cluster_no': -1, 'count': 38}, {'cluster_no': 6, 'count': 42}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 2, 'count': 87}]"
#6,50,4,5,0.0,27,50,0.7900877463418435,"[{'cluster_no': 4, 'count': 5}, {'cluster_no': 13, 'count': 5}, {'cluster_no': 21, 'count': 5}, {'cluster_no': 3, 'count': 6}, {'cluster_no': 7, 'count': 6}, {'cluster_no': 24, 'count': 7}, {'cluster_no': 25, 'count': 7}, {'cluster_no': 2, 'count': 8}, {'cluster_no': 15, 'count': 8}, {'cluster_no': 16, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 20, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 18, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 12}, {'cluster_no': 11, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 19, 'count': 14}, {'cluster_no': 23, 'count': 14}, {'cluster_no': 10, 'count': 16}, {'cluster_no': 17, 'count': 17}, {'cluster_no': 14, 'count': 19}, {'cluster_no': 22, 'count': 25}, {'cluster_no': -1, 'count': 50}]"
#6,50,4,6,0.0,24,45,0.7708564944698949,"[{'cluster_no': 4, 'count': 6}, {'cluster_no': 7, 'count': 6}, {'cluster_no': 21, 'count': 7}, {'cluster_no': 22, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 13, 'count': 8}, {'cluster_no': 14, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 19, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 17, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 12}, {'cluster_no': 11, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 18, 'count': 14}, {'cluster_no': 20, 'count': 14}, {'cluster_no': 10, 'count': 16}, {'cluster_no': 15, 'count': 17}, {'cluster_no': 12, 'count': 19}, {'cluster_no': 2, 'count': 25}, {'cluster_no': 16, 'count': 30}, {'cluster_no': -1, 'count': 45}]"
#6,50,4,7,0.0,22,51,0.7466097037841886,"[{'cluster_no': 19, 'count': 7}, {'cluster_no': 20, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 11, 'count': 8}, {'cluster_no': 12, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 17, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 16, 'count': 14}, {'cluster_no': 18, 'count': 14}, {'cluster_no': 8, 'count': 16}, {'cluster_no': 13, 'count': 17}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 2, 'count': 25}, {'cluster_no': 14, 'count': 30}, {'cluster_no': -1, 'count': 51}]"
#6,50,4,8,0.0,21,50,0.7454820984775061,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 11, 'count': 8}, {'cluster_no': 12, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 17, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 16, 'count': 14}, {'cluster_no': 18, 'count': 14}, {'cluster_no': 19, 'count': 15}, {'cluster_no': 8, 'count': 16}, {'cluster_no': 13, 'count': 17}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 10, 'count': 19}, {'cluster_no': 2, 'count': 25}, {'cluster_no': 14, 'count': 30}, {'cluster_no': -1, 'count': 50}]"
#6,50,4,9,0.0,18,55,0.7466600781313134,"[{'cluster_no': 4, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 12}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 13, 'count': 14}, {'cluster_no': 15, 'count': 14}, {'cluster_no': 16, 'count': 15}, {'cluster_no': 7, 'count': 16}, {'cluster_no': 3, 'count': 18}, {'cluster_no': 9, 'count': 19}, {'cluster_no': 10, 'count': 25}, {'cluster_no': 11, 'count': 30}, {'cluster_no': 1, 'count': 36}, {'cluster_no': -1, 'count': 55}]"
#6,50,4,10,0.0,14,52,0.7388483446016645,"[{'cluster_no': 2, 'count': 10}, {'cluster_no': 10, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 13}, {'cluster_no': 11, 'count': 14}, {'cluster_no': 12, 'count': 15}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 7, 'count': 24}, {'cluster_no': 8, 'count': 25}, {'cluster_no': 9, 'count': 30}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 3, 'count': 48}, {'cluster_no': -1, 'count': 52}]"
#6,50,4,11,0.0,10,55,0.647006255491059,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 13}, {'cluster_no': 3, 'count': 18}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 8, 'count': 40}, {'cluster_no': 2, 'count': 48}, {'cluster_no': -1, 'count': 55}, {'cluster_no': 4, 'count': 60}]"
#6,50,4,12,0.0,9,66,0.6325629532988507,"[{'cluster_no': 4, 'count': 13}, {'cluster_no': 2, 'count': 18}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 7, 'count': 40}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 3, 'count': 60}, {'cluster_no': -1, 'count': 66}]"
#6,50,4,13,0.0,9,66,0.6325629532988507,"[{'cluster_no': 4, 'count': 13}, {'cluster_no': 2, 'count': 18}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 7, 'count': 40}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 3, 'count': 60}, {'cluster_no': -1, 'count': 66}]"
#6,50,4,14,0.0,8,53,0.5325843092954324,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 6, 'count': 40}, {'cluster_no': 1, 'count': 48}, {'cluster_no': -1, 'count': 53}, {'cluster_no': 2, 'count': 86}]"
#6,50,4,15,0.0,8,53,0.5325843092954324,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 4, 'count': 19}, {'cluster_no': 5, 'count': 25}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 6, 'count': 40}, {'cluster_no': 1, 'count': 48}, {'cluster_no': -1, 'count': 53}, {'cluster_no': 2, 'count': 86}]"
#6,50,5,5,0.0,23,61,0.7691165996788019,"[{'cluster_no': 20, 'count': 5}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 6, 'count': 6}, {'cluster_no': 21, 'count': 7}, {'cluster_no': 9, 'count': 8}, {'cluster_no': 3, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 10, 'count': 9}, {'cluster_no': 13, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 12, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 19, 'count': 13}, {'cluster_no': 11, 'count': 14}, {'cluster_no': 14, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 17, 'count': 23}, {'cluster_no': 18, 'count': 28}, {'cluster_no': -1, 'count': 61}]"
#6,50,5,6,0.0,22,59,0.7637429182728386,"[{'cluster_no': 4, 'count': 6}, {'cluster_no': 6, 'count': 6}, {'cluster_no': 9, 'count': 8}, {'cluster_no': 3, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 10, 'count': 9}, {'cluster_no': 13, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 12, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 19, 'count': 13}, {'cluster_no': 11, 'count': 14}, {'cluster_no': 20, 'count': 14}, {'cluster_no': 14, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 17, 'count': 23}, {'cluster_no': 18, 'count': 28}, {'cluster_no': -1, 'count': 59}]"
#6,50,5,7,0.0,20,65,0.7414535009602282,"[{'cluster_no': 7, 'count': 8}, {'cluster_no': 3, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 11, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 13, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 17, 'count': 13}, {'cluster_no': 9, 'count': 14}, {'cluster_no': 18, 'count': 14}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 12, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 15, 'count': 23}, {'cluster_no': 16, 'count': 28}, {'cluster_no': -1, 'count': 65}]"
#6,50,5,8,0.0,20,65,0.7414535009602282,"[{'cluster_no': 7, 'count': 8}, {'cluster_no': 3, 'count': 9}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 11, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 13, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 17, 'count': 13}, {'cluster_no': 9, 'count': 14}, {'cluster_no': 18, 'count': 14}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 12, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 15, 'count': 23}, {'cluster_no': 16, 'count': 28}, {'cluster_no': -1, 'count': 65}]"
#6,50,5,9,0.0,17,60,0.7506726351224616,"[{'cluster_no': 3, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 11, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 10, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 14, 'count': 13}, {'cluster_no': 15, 'count': 14}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 9, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 12, 'count': 23}, {'cluster_no': 13, 'count': 28}, {'cluster_no': 4, 'count': 48}, {'cluster_no': -1, 'count': 60}]"
#6,50,5,10,0.0,11,54,0.6055600013250353,"[{'cluster_no': 2, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 8, 'count': 23}, {'cluster_no': 7, 'count': 28}, {'cluster_no': 9, 'count': 28}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 3, 'count': 48}, {'cluster_no': -1, 'count': 54}, {'cluster_no': 5, 'count': 56}]"
#6,50,5,11,0.0,9,49,0.5033913551835842,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 6, 'count': 23}, {'cluster_no': 5, 'count': 28}, {'cluster_no': 7, 'count': 28}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 48}, {'cluster_no': -1, 'count': 49}, {'cluster_no': 3, 'count': 84}]"
#6,50,5,12,0.0,8,60,0.4830914857563472,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 5, 'count': 23}, {'cluster_no': 4, 'count': 28}, {'cluster_no': 6, 'count': 28}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 1, 'count': 48}, {'cluster_no': -1, 'count': 60}, {'cluster_no': 2, 'count': 84}]"
#6,50,5,13,0.0,6,30,0.45358907625453243,"[{'cluster_no': 4, 'count': 18}, {'cluster_no': -1, 'count': 30}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 3, 'count': 84}, {'cluster_no': 2, 'count': 109}]"
#6,50,5,14,0.0,6,30,0.45358907625453243,"[{'cluster_no': 4, 'count': 18}, {'cluster_no': -1, 'count': 30}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 3, 'count': 84}, {'cluster_no': 2, 'count': 109}]"
#6,50,5,15,0.0,6,30,0.45358907625453243,"[{'cluster_no': 4, 'count': 18}, {'cluster_no': -1, 'count': 30}, {'cluster_no': 0, 'count': 36}, {'cluster_no': 1, 'count': 48}, {'cluster_no': 3, 'count': 84}, {'cluster_no': 2, 'count': 109}]"
#6,50,6,5,0.0,20,73,0.7731538619031536,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 10, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 17, 'count': 14}, {'cluster_no': 4, 'count': 16}, {'cluster_no': 14, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 11, 'count': 25}, {'cluster_no': 13, 'count': 25}, {'cluster_no': -1, 'count': 73}]"
#6,50,6,6,0.0,20,73,0.7731538619031536,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 10, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 17, 'count': 14}, {'cluster_no': 4, 'count': 16}, {'cluster_no': 14, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 11, 'count': 25}, {'cluster_no': 13, 'count': 25}, {'cluster_no': -1, 'count': 73}]"
#6,50,6,7,0.0,20,73,0.7731538619031536,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 10, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 17, 'count': 14}, {'cluster_no': 4, 'count': 16}, {'cluster_no': 14, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 11, 'count': 25}, {'cluster_no': 13, 'count': 25}, {'cluster_no': -1, 'count': 73}]"
#6,50,6,8,0.0,15,50,0.6666754823583353,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 9, 'count': 8}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 11, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 5, 'count': 16}, {'cluster_no': 13, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 10, 'count': 25}, {'cluster_no': 12, 'count': 25}, {'cluster_no': 4, 'count': 47}, {'cluster_no': -1, 'count': 50}, {'cluster_no': 7, 'count': 53}]"
#6,50,6,9,0.0,13,53,0.6840072703519954,"[{'cluster_no': 5, 'count': 9}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 4, 'count': 16}, {'cluster_no': 11, 'count': 18}, {'cluster_no': 8, 'count': 25}, {'cluster_no': 10, 'count': 25}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 3, 'count': 47}, {'cluster_no': -1, 'count': 53}, {'cluster_no': 6, 'count': 53}]"
