cluster,dimension,min_samples,min_cluster_size,epsilon,total_groups,outliers,score,group_result
#6,15,12,14,0.0,6,85,0.7440528476361853,"[{'cluster_no': 3, 'count': 21}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 49}, {'cluster_no': -1, 'count': 85}, {'cluster_no': 0, 'count': 94}]"
#6,15,12,15,0.0,6,85,0.7440528476361853,"[{'cluster_no': 3, 'count': 21}, {'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 41}, {'cluster_no': 4, 'count': 49}, {'cluster_no': -1, 'count': 85}, {'cluster_no': 0, 'count': 94}]"
#6,15,13,5,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,6,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,7,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,8,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,9,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,10,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,11,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,12,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,13,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,14,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,13,15,0.0,6,88,0.7493137701426773,"[{'cluster_no': 3, 'count': 25}, {'cluster_no': 1, 'count': 30}, {'cluster_no': 2, 'count': 39}, {'cluster_no': 4, 'count': 50}, {'cluster_no': -1, 'count': 88}, {'cluster_no': 0, 'count': 93}]"
#6,15,14,5,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,6,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,7,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,8,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,9,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,10,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,11,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,12,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,13,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,14,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,14,15,0.0,6,95,0.7540382991420285,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 1, 'count': 28}, {'cluster_no': 2, 'count': 37}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 95}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,5,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,6,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,7,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,8,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,9,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,10,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,11,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,12,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,13,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,14,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,15,15,15,0.0,6,94,0.7583540721614909,"[{'cluster_no': 3, 'count': 23}, {'cluster_no': 1, 'count': 27}, {'cluster_no': 2, 'count': 33}, {'cluster_no': 4, 'count': 52}, {'cluster_no': -1, 'count': 94}, {'cluster_no': 0, 'count': 96}]"
#6,50,None,5,0.0,23,61,0.7691165996788019,"[{'cluster_no': 20, 'count': 5}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 6, 'count': 6}, {'cluster_no': 21, 'count': 7}, {'cluster_no': 9, 'count': 8}, {'cluster_no': 3, 'count': 9}, {'cluster_no': 7, 'count': 9}, {'cluster_no': 10, 'count': 9}, {'cluster_no': 13, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 12, 'count': 12}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 19, 'count': 13}, {'cluster_no': 11, 'count': 14}, {'cluster_no': 14, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 17, 'count': 23}, {'cluster_no': 18, 'count': 28}, {'cluster_no': -1, 'count': 61}]"
#6,50,None,6,0.0,20,73,0.7731538619031536,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 10, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 6, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 8, 'count': 13}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 17, 'count': 14}, {'cluster_no': 4, 'count': 16}, {'cluster_no': 14, 'count': 18}, {'cluster_no': 2, 'count': 23}, {'cluster_no': 11, 'count': 25}, {'cluster_no': 13, 'count': 25}, {'cluster_no': -1, 'count': 73}]"
#6,50,None,7,0.0,18,97,0.7830162741256852,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 13, 'count': 8}, {'cluster_no': 5, 'count': 9}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 11, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 14, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 6, 'count': 13}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 7, 'count': 14}, {'cluster_no': 12, 'count': 15}, {'cluster_no': 16, 'count': 18}, {'cluster_no': 2, 'count': 21}, {'cluster_no': 15, 'count': 23}, {'cluster_no': 10, 'count': 25}, {'cluster_no': -1, 'count': 97}]"
#6,50,None,8,0.0,11,64,0.6320377380815756,"[{'cluster_no': 6, 'count': 9}, {'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 9, 'count': 18}, {'cluster_no': 8, 'count': 22}, {'cluster_no': 7, 'count': 28}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 46}, {'cluster_no': -1, 'count': 64}, {'cluster_no': 5, 'count': 69}]"
#6,50,None,9,0.0,10,81,0.6401328331256548,"[{'cluster_no': 3, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 8, 'count': 19}, {'cluster_no': 7, 'count': 20}, {'cluster_no': 6, 'count': 21}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 45}, {'cluster_no': 4, 'count': 70}, {'cluster_no': -1, 'count': 81}]"
#6,50,None,10,0.0,9,96,0.6902763292854969,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 7, 'count': 18}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 46}, {'cluster_no': 3, 'count': 66}, {'cluster_no': -1, 'count': 96}]"
#6,50,None,11,0.0,5,51,0.6515384516272376,"[{'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 45}, {'cluster_no': -1, 'count': 51}, {'cluster_no': 0, 'count': 97}, {'cluster_no': 3, 'count': 97}]"
#6,50,None,12,0.0,5,62,0.6845121282392312,"[{'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 46}, {'cluster_no': -1, 'count': 62}, {'cluster_no': 0, 'count': 90}, {'cluster_no': 3, 'count': 92}]"
#6,50,None,13,0.0,5,63,0.6867557134209042,"[{'cluster_no': 1, 'count': 35}, {'cluster_no': 2, 'count': 46}, {'cluster_no': -1, 'count': 63}, {'cluster_no': 3, 'count': 89}, {'cluster_no': 0, 'count': 92}]"
#6,50,None,14,0.0,6,75,0.7090167184121,"[{'cluster_no': 3, 'count': 20}, {'cluster_no': 1, 'count': 36}, {'cluster_no': 2, 'count': 45}, {'cluster_no': 4, 'count': 51}, {'cluster_no': -1, 'count': 75}, {'cluster_no': 0, 'count': 98}]"
#6,50,None,15,0.0,5,59,0.6853448924098205,"[{'cluster_no': 2, 'count': 35}, {'cluster_no': 3, 'count': 45}, {'cluster_no': -1, 'count': 59}, {'cluster_no': 1, 'count': 88}, {'cluster_no': 0, 'count': 98}]"
#6,50,1,5,0.0,30,32,0.741740078672937,"[{'cluster_no': 3, 'count': 5}, {'cluster_no': 11, 'count': 5}, {'cluster_no': 13, 'count': 5}, {'cluster_no': 19, 'count': 5}, {'cluster_no': 24, 'count': 5}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 9, 'count': 6}, {'cluster_no': 17, 'count': 6}, {'cluster_no': 20, 'count': 6}, {'cluster_no': 14, 'count': 7}, {'cluster_no': 26, 'count': 7}, {'cluster_no': 2, 'count': 8}, {'cluster_no': 16, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 12, 'count': 9}, {'cluster_no': 28, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 23, 'count': 10}, {'cluster_no': 25, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 22, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 18, 'count': 13}, {'cluster_no': 10, 'count': 15}, {'cluster_no': 27, 'count': 16}, {'cluster_no': 7, 'count': 21}, {'cluster_no': 15, 'count': 21}, {'cluster_no': 21, 'count': 26}, {'cluster_no': -1, 'count': 32}]"
#6,50,1,6,0.0,25,23,0.7154065699680509,"[{'cluster_no': 4, 'count': 6}, {'cluster_no': 11, 'count': 6}, {'cluster_no': 15, 'count': 6}, {'cluster_no': 12, 'count': 7}, {'cluster_no': 21, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 14, 'count': 8}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 23, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 20, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 7, 'count': 11}, {'cluster_no': 18, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 10, 'count': 12}, {'cluster_no': 16, 'count': 13}, {'cluster_no': 19, 'count': 15}, {'cluster_no': 22, 'count': 16}, {'cluster_no': 6, 'count': 20}, {'cluster_no': 8, 'count': 21}, {'cluster_no': 13, 'count': 21}, {'cluster_no': -1, 'count': 23}, {'cluster_no': 17, 'count': 26}, {'cluster_no': 2, 'count': 27}]"
#6,50,1,7,0.0,22,35,0.7157459705057814,"[{'cluster_no': 10, 'count': 7}, {'cluster_no': 18, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 12, 'count': 8}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 20, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 17, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 15, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 13, 'count': 13}, {'cluster_no': 16, 'count': 15}, {'cluster_no': 19, 'count': 16}, {'cluster_no': 8, 'count': 18}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 7, 'count': 21}, {'cluster_no': 11, 'count': 21}, {'cluster_no': 14, 'count': 26}, {'cluster_no': 2, 'count': 27}, {'cluster_no': -1, 'count': 35}]"
#6,50,1,8,0.0,20,49,0.7317272841993955,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 11, 'count': 8}, {'cluster_no': 9, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 16, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 6, 'count': 11}, {'cluster_no': 14, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 12, 'count': 13}, {'cluster_no': 15, 'count': 15}, {'cluster_no': 17, 'count': 16}, {'cluster_no': 8, 'count': 18}, {'cluster_no': 5, 'count': 20}, {'cluster_no': 7, 'count': 21}, {'cluster_no': 10, 'count': 21}, {'cluster_no': 13, 'count': 26}, {'cluster_no': 2, 'count': 27}, {'cluster_no': -1, 'count': 49}]"
#6,50,1,9,0.0,18,38,0.730679967238624,"[{'cluster_no': 9, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 14, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 11}, {'cluster_no': 12, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 13, 'count': 15}, {'cluster_no': 15, 'count': 16}, {'cluster_no': 7, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 6, 'count': 21}, {'cluster_no': 11, 'count': 26}, {'cluster_no': 8, 'count': 36}, {'cluster_no': -1, 'count': 38}, {'cluster_no': 1, 'count': 39}]"
#6,50,1,10,0.0,16,37,0.6489015213926712,"[{'cluster_no': 2, 'count': 10}, {'cluster_no': 14, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 11}, {'cluster_no': 11, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 9, 'count': 13}, {'cluster_no': 13, 'count': 15}, {'cluster_no': 7, 'count': 18}, {'cluster_no': 4, 'count': 20}, {'cluster_no': 6, 'count': 21}, {'cluster_no': 10, 'count': 26}, {'cluster_no': 12, 'count': 35}, {'cluster_no': 8, 'count': 36}, {'cluster_no': -1, 'count': 37}, {'cluster_no': 1, 'count': 39}]"
#6,50,1,11,0.0,13,47,0.6497486044386288,"[{'cluster_no': 0, 'count': 11}, {'cluster_no': 9, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 4, 'count': 21}, {'cluster_no': 10, 'count': 25}, {'cluster_no': 8, 'count': 26}, {'cluster_no': 2, 'count': 31}, {'cluster_no': 11, 'count': 35}, {'cluster_no': 6, 'count': 36}, {'cluster_no': 1, 'count': 39}, {'cluster_no': -1, 'count': 47}]"
#6,50,1,12,0.0,11,50,0.5973718947954434,"[{'cluster_no': 2, 'count': 12}, {'cluster_no': 7, 'count': 13}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 3, 'count': 21}, {'cluster_no': 8, 'count': 25}, {'cluster_no': 1, 'count': 31}, {'cluster_no': 9, 'count': 35}, {'cluster_no': 5, 'count': 36}, {'cluster_no': 0, 'count': 39}, {'cluster_no': 6, 'count': 45}, {'cluster_no': -1, 'count': 50}]"
#6,50,1,13,0.0,10,45,0.6660177690754425,"[{'cluster_no': 6, 'count': 13}, {'cluster_no': 3, 'count': 18}, {'cluster_no': 2, 'count': 21}, {'cluster_no': 7, 'count': 25}, {'cluster_no': 8, 'count': 35}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 0, 'count': 39}, {'cluster_no': -1, 'count': 45}, {'cluster_no': 5, 'count': 45}, {'cluster_no': 1, 'count': 48}]"
#6,50,1,14,0.0,9,58,0.6824650193050826,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 2, 'count': 21}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 7, 'count': 35}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 0, 'count': 39}, {'cluster_no': 5, 'count': 45}, {'cluster_no': 1, 'count': 48}, {'cluster_no': -1, 'count': 58}]"
#6,50,1,15,0.0,9,58,0.6824650193050826,"[{'cluster_no': 3, 'count': 18}, {'cluster_no': 2, 'count': 21}, {'cluster_no': 6, 'count': 25}, {'cluster_no': 7, 'count': 35}, {'cluster_no': 4, 'count': 36}, {'cluster_no': 0, 'count': 39}, {'cluster_no': 5, 'count': 45}, {'cluster_no': 1, 'count': 48}, {'cluster_no': -1, 'count': 58}]"
#6,50,2,5,0.0,28,31,0.7429940775406201,"[{'cluster_no': 2, 'count': 5}, {'cluster_no': 15, 'count': 5}, {'cluster_no': 20, 'count': 5}, {'cluster_no': 4, 'count': 6}, {'cluster_no': 10, 'count': 6}, {'cluster_no': 18, 'count': 6}, {'cluster_no': 12, 'count': 7}, {'cluster_no': 22, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 17, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 24, 'count': 9}, {'cluster_no': 26, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 19, 'count': 10}, {'cluster_no': 21, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 13, 'count': 13}, {'cluster_no': 14, 'count': 13}, {'cluster_no': 25, 'count': 16}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 11, 'count': 20}, {'cluster_no': 16, 'count': 21}, {'cluster_no': 23, 'count': 27}, {'cluster_no': -1, 'count': 31}]"
#6,50,2,6,0.0,25,28,0.7309024686288549,"[{'cluster_no': 4, 'count': 6}, {'cluster_no': 10, 'count': 6}, {'cluster_no': 16, 'count': 6}, {'cluster_no': 12, 'count': 7}, {'cluster_no': 19, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 15, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 21, 'count': 9}, {'cluster_no': 23, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 18, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 5, 'count': 12}, {'cluster_no': 9, 'count': 12}, {'cluster_no': 13, 'count': 13}, {'cluster_no': 17, 'count': 15}, {'cluster_no': 22, 'count': 16}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 11, 'count': 20}, {'cluster_no': 14, 'count': 21}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 20, 'count': 27}, {'cluster_no': -1, 'count': 28}]"
#6,50,2,7,0.0,22,40,0.7310603225520533,"[{'cluster_no': 10, 'count': 7}, {'cluster_no': 16, 'count': 7}, {'cluster_no': 3, 'count': 8}, {'cluster_no': 13, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 20, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 15, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 11, 'count': 13}, {'cluster_no': 14, 'count': 15}, {'cluster_no': 19, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 9, 'count': 20}, {'cluster_no': 12, 'count': 21}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 17, 'count': 27}, {'cluster_no': -1, 'count': 40}]"
#6,50,2,8,0.0,20,54,0.7473034625095559,"[{'cluster_no': 3, 'count': 8}, {'cluster_no': 12, 'count': 8}, {'cluster_no': 8, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 18, 'count': 9}, {'cluster_no': 1, 'count': 10}, {'cluster_no': 7, 'count': 10}, {'cluster_no': 14, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 4, 'count': 12}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 13, 'count': 15}, {'cluster_no': 17, 'count': 16}, {'cluster_no': 5, 'count': 18}, {'cluster_no': 6, 'count': 19}, {'cluster_no': 9, 'count': 20}, {'cluster_no': 11, 'count': 21}, {'cluster_no': 2, 'count': 26}, {'cluster_no': 15, 'count': 27}, {'cluster_no': -1, 'count': 54}]"
#6,50,2,9,0.0,18,42,0.7399408426869131,"[{'cluster_no': 7, 'count': 9}, {'cluster_no': 14, 'count': 9}, {'cluster_no': 16, 'count': 9}, {'cluster_no': 2, 'count': 10}, {'cluster_no': 6, 'count': 10}, {'cluster_no': 12, 'count': 10}, {'cluster_no': 0, 'count': 11}, {'cluster_no': 3, 'count': 12}, {'cluster_no': 10, 'count': 13}, {'cluster_no': 11, 'count': 15}, {'cluster_no': 15, 'count': 16}, {'cluster_no': 4, 'count': 18}, {'cluster_no': 5, 'count': 19}, {'cluster_no': 8, 'count': 20}, {'cluster_no': 13, 'count': 27}, {'cluster_no': 9, 'count': 36}, {'cluster_no': 1, 'count': 39}, {'cluster_no': -1, 'count': 42}]"
